skill_name,district,posting_count,avg_salary,in_taxonomy,current_demand_score,growth_rate_percent,obsolescence_risk,demand_trend,district_growth_rate,district_skills_gap,static_emerging_bonus,trends_bonus,emerging_bonus,obsolescence_penalty,predicted_score_6m,confidence_6m,predicted_score_12m,confidence_12m,predicted_score_24m,confidence_24m,demand_band_6m,demand_band_12m,demand_band_24m
Docker,Nashik,10,78497.0,True,23.7,28.7775,High,Rapidly Growing,8.586,37.875,8.0,0.0,8.0,-15.0,37.4,70,46.7,70,65.4,70,Medium,Medium,High
Docker,Osmanabad,8,88080.25,True,16.7,28.7775,High,Rapidly Growing,8.059999999999999,37.4765,8.0,0.0,8.0,-15.0,30.2,66,39.4,66,57.8,66,Low,Medium,Medium
Docker,Parbhani,9,148253.77777777778,True,16.3,28.7775,High,Rapidly Growing,9.2835,38.364,8.0,0.0,8.0,-15.0,30.3,68,39.8,68,58.9,68,Low,Medium,Medium
Docker,Pune,5,148798.0,True,11.1,28.7775,High,Rapidly Growing,8.681999999999999,40.851,8.0,0.0,8.0,-15.0,25.7,60,35.1,60,53.8,60,Low,Medium,Medium
Docker,Raigad,10,114976.5,True,25.7,28.7775,High,Rapidly Growing,9.9115,39.47,8.0,0.0,8.0,-15.0,40.2,70,49.9,70,69.2,70,Medium,Medium,High
Docker,Sangli,6,81162.5,True,15.6,28.7775,High,Rapidly Growing,9.5185,37.182,8.0,0.0,8.0,-15.0,29.3,62,38.9,62,58.1,62,Low,Medium,Medium
Docker,Satara,5,128088.0,True,10.0,28.7775,High,Rapidly Growing,9.8795,40.648,8.0,0.0,8.0,-15.0,24.9,60,34.5,60,53.9,60,Low,Low,Medium
Docker,Solapur,8,119965.875,True,16.7,28.7775,High,Rapidly Growing,9.0745,41.6085,8.0,0.0,8.0,-15.0,31.6,66,41.1,66,60.0,66,Low,Medium,Medium
Docker,Yavatmal,8,112064.75,True,16.7,28.7775,High,Rapidly Growing,9.310500000000001,37.6325,8.0,0.0,8.0,-15.0,30.5,66,40.0,66,59.1,66,Low,Medium,Medium
Documentation,Ahmednagar,7,107481.42857142857,False,14.0,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,27.1,56,29.2,56,33.4,56,Low,Low,Low
Documentation,Akola,15,128247.2,False,29.8,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,42.0,72,44.2,72,48.7,72,Medium,Medium,Medium
Documentation,Amravati,10,172391.0,False,29.0,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,42.5,62,44.7,62,49.2,62,Medium,Medium,Medium
Documentation,Aurangabad,5,137393.6,False,10.3,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,23.7,52,25.6,52,29.4,52,Low,Low,Low
Documentation,Beed,10,118039.7,False,25.7,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,40.8,62,43.2,62,48.0,62,Medium,Medium,Medium
Documentation,Bhiwandi,7,156794.57142857142,False,16.7,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,31.0,56,33.2,56,37.6,56,Low,Low,Medium
Documentation,Chandrapur,16,124063.9375,False,35.7,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,48.6,74,50.8,74,55.2,74,Medium,Medium,Medium
Documentation,Dhule,10,86583.3,False,27.3,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,41.8,62,44.3,62,49.4,62,Medium,Medium,Medium
Documentation,Jalgaon,9,111432.55555555556,False,21.1,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,34.6,60,36.8,60,41.3,60,Low,Medium,Medium
Documentation,Jalna,14,130891.07142857143,False,28.3,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,40.4,70,42.5,70,46.8,70,Medium,Medium,Medium
Documentation,Kolhapur,14,133301.92857142858,False,32.5,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,47.0,70,49.4,70,54.3,70,Medium,Medium,Medium
Documentation,Latur,7,139789.85714285713,False,15.4,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,29.7,56,32.1,56,37.0,56,Low,Low,Medium
Documentation,Mumbai,8,180293.125,False,22.2,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,35.2,58,37.5,58,42.2,58,Medium,Medium,Medium
Documentation,Nagpur,11,106511.18181818182,False,21.7,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,35.6,64,37.9,64,42.5,64,Medium,Medium,Medium
Documentation,Nanded,13,106040.15384615384,False,26.7,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,39.5,68,41.7,68,46.0,68,Medium,Medium,Medium
Documentation,Nashik,10,169278.4,False,23.7,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,37.2,62,39.4,62,43.6,62,Medium,Medium,Medium
Documentation,Osmanabad,12,100128.5,False,26.2,0.0,,,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,39.5,66,41.5,66,45.5,66,Medium,Medium,Medium
Documentation,Parbhani,16,140886.1875,False,30.6,0.0,,,9.2835,38.364,0.0,0.0,0.0,0.0,44.4,74,46.8,74,51.4,74,Medium,Medium,Medium
Documentation,Pune,9,135704.66666666666,False,22.2,0.0,,,8.681999999999999,40.851,0.0,0.0,0.0,0.0,36.6,60,38.8,60,43.1,60,Medium,Medium,Medium
Documentation,Raigad,11,114314.63636363637,False,28.6,0.0,,,9.9115,39.47,0.0,0.0,0.0,0.0,42.9,64,45.4,64,50.4,64,Medium,Medium,Medium
Documentation,Sangli,6,80080.66666666667,False,15.6,0.0,,,9.5185,37.182,0.0,0.0,0.0,0.0,29.1,54,31.5,54,36.3,54,Low,Low,Medium
Documentation,Satara,8,136726.25,False,17.5,0.0,,,9.8795,40.648,0.0,0.0,0.0,0.0,32.2,58,34.6,58,39.6,58,Low,Low,Medium
Documentation,Solapur,8,165707.25,False,16.7,0.0,,,9.0745,41.6085,0.0,0.0,0.0,0.0,31.5,58,33.7,58,38.3,58,Low,Low,Medium
Documentation,Yavatmal,6,55430.166666666664,False,11.9,0.0,,,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,25.5,54,27.8,54,32.5,54,Low,Low,Low
Editing,Ahmednagar,9,180035.0,False,18.6,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,31.7,60,33.8,60,38.0,60,Low,Low,Medium
Editing,Akola,7,149514.0,False,12.8,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,25.0,56,27.2,56,31.7,56,Low,Low,Low
Editing,Amravati,4,119924.5,False,9.7,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,23.2,50,25.4,50,29.9,50,Low,Low,Low
Editing,Aurangabad,3,53176.666666666664,False,5.1,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,18.5,48,20.4,48,24.2,48,Low,Low,Low
Editing,Beed,7,213316.85714285713,False,17.1,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,32.2,56,34.6,56,39.4,56,Low,Low,Medium
Editing,Bhiwandi,3,97183.0,False,5.6,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,19.9,48,22.1,48,26.5,48,Low,Low,Low
Editing,Chandrapur,11,121714.27272727272,False,23.8,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,36.7,64,38.9,64,43.3,64,Medium,Medium,Medium
Editing,Dhule,7,119894.42857142857,False,18.2,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,32.7,56,35.2,56,40.3,56,Low,Medium,Medium
Editing,Jalgaon,4,50176.0,False,7.9,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,21.4,50,23.6,50,28.1,50,Low,Low,Low
Editing,Jalna,6,101600.66666666667,False,10.9,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,23.0,54,25.1,54,29.4,54,Low,Low,Low
Editing,Kolhapur,4,184090.75,False,7.5,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,22.0,50,24.4,50,29.3,50,Low,Low,Low
Editing,Latur,1,105243.0,False,0.0,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,14.3,44,16.7,44,21.6,44,Low,Low,Low
Editing,Mumbai,5,121507.8,False,11.1,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,24.1,52,26.4,52,31.1,52,Low,Low,Low
Editing,Nagpur,2,36839.5,False,2.2,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,16.1,46,18.4,46,23.0,46,Low,Low,Low
Editing,Nanded,6,129465.16666666667,False,11.1,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,23.9,54,26.1,54,30.4,54,Low,Low,Low
Editing,Nashik,6,93123.33333333333,False,13.2,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,26.7,54,28.9,54,33.1,54,Low,Low,Low
Editing,Osmanabad,6,196003.0,False,11.9,0.0,,,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,25.2,54,27.2,54,31.2,54,Low,Low,Low
Editing,Parbhani,4,106753.5,False,6.1,0.0,,,9.2835,38.364,0.0,0.0,0.0,0.0,19.9,50,22.3,50,26.9,50,Low,Low,Low
Editing,Pune,8,226666.25,False,19.4,0.0,,,8.681999999999999,40.851,0.0,0.0,0.0,0.0,33.8,58,36.0,58,40.3,58,Low,Medium,Medium
Editing,Raigad,7,114442.85714285714,False,17.1,0.0,,,9.9115,39.47,0.0,0.0,0.0,0.0,31.4,56,33.9,56,38.9,56,Low,Low,Medium
Editing,Sangli,8,131734.875,False,21.9,0.0,,,9.5185,37.182,0.0,0.0,0.0,0.0,35.4,58,37.8,58,42.6,58,Medium,Medium,Medium
Editing,Satara,4,48104.0,False,7.5,0.0,,,9.8795,40.648,0.0,0.0,0.0,0.0,22.2,50,24.6,50,29.6,50,Low,Low,Low
Editing,Solapur,3,199208.0,False,4.8,0.0,,,9.0745,41.6085,0.0,0.0,0.0,0.0,19.6,48,21.8,48,26.4,48,Low,Low,Low
Editing,Yavatmal,10,154130.4,False,21.4,0.0,,,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,35.0,62,37.3,62,42.0,62,Medium,Medium,Medium
Electrical Systems,Ahmednagar,4,84735.5,False,7.0,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,20.1,50,22.2,50,26.4,50,Low,Low,Low
Electrical Systems,Akola,6,79734.83333333333,False,10.6,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,22.8,54,25.0,54,29.5,54,Low,Low,Low
Electrical Systems,Amravati,4,200790.25,False,9.7,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,23.2,50,25.4,50,29.9,50,Low,Low,Low
Electrical Systems,Aurangabad,9,142924.55555555556,False,20.5,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,33.9,60,35.8,60,39.6,60,Low,Medium,Medium
Electrical Systems,Beed,8,129538.75,False,20.0,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,35.1,58,37.5,58,42.3,58,Medium,Medium,Medium
Electrical Systems,Bhiwandi,7,125338.71428571429,False,16.7,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,31.0,56,33.2,56,37.6,56,Low,Low,Medium
Electrical Systems,Chandrapur,5,166900.4,False,9.5,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,22.4,52,24.6,52,29.0,52,Low,Low,Low
Electrical Systems,Dhule,7,45020.0,False,18.2,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,32.7,56,35.2,56,40.3,56,Low,Medium,Medium
Electrical Systems,Jalgaon,4,164184.5,False,7.9,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,21.4,50,23.6,50,28.1,50,Low,Low,Low
Electrical Systems,Jalna,2,109810.0,False,2.2,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,14.3,46,16.4,46,20.7,46,Low,Low,Low
Electrical Systems,Kolhapur,6,85709.5,False,12.5,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,27.0,54,29.4,54,34.3,54,Low,Low,Low
Electrical Systems,Latur,11,133966.54545454544,False,25.6,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,39.9,64,42.3,64,47.2,64,Medium,Medium,Medium
Electrical Systems,Mumbai,8,223746.125,False,22.2,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,35.2,58,37.5,58,42.2,58,Medium,Medium,Medium
Electrical Systems,Nagpur,6,98524.33333333333,False,10.9,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,24.8,54,27.1,54,31.7,54,Low,Low,Low
Electrical Systems,Nanded,1,411097.0,False,0.0,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,12.8,44,15.0,44,19.3,44,Low,Low,Low
Electrical Systems,Nashik,3,55513.666666666664,False,5.3,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,18.8,48,21.0,48,25.2,48,Low,Low,Low
Electrical Systems,Osmanabad,7,152033.14285714287,False,14.3,0.0,,,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,27.6,56,29.6,56,33.6,56,Low,Low,Low
Electrical Systems,Parbhani,7,110102.14285714286,False,12.2,0.0,,,9.2835,38.364,0.0,0.0,0.0,0.0,26.0,56,28.4,56,33.0,56,Low,Low,Low
Electrical Systems,Pune,2,66358.5,False,2.8,0.0,,,8.681999999999999,40.851,0.0,0.0,0.0,0.0,17.2,46,19.4,46,23.7,46,Low,Low,Low
Electrical Systems,Raigad,5,151800.0,False,11.4,0.0,,,9.9115,39.47,0.0,0.0,0.0,0.0,25.7,52,28.2,52,33.2,52,Low,Low,Low
Electrical Systems,Sangli,13,147077.6923076923,False,37.5,0.0,,,9.5185,37.182,0.0,0.0,0.0,0.0,51.0,68,53.4,68,58.2,68,Medium,Medium,Medium
Electrical Systems,Satara,5,109806.4,False,10.0,0.0,,,9.8795,40.648,0.0,0.0,0.0,0.0,24.7,52,27.1,52,32.1,52,Low,Low,Low
Electrical Systems,Solapur,5,184541.8,False,9.5,0.0,,,9.0745,41.6085,0.0,0.0,0.0,0.0,24.3,52,26.5,52,31.1,52,Low,Low,Low
Electrical Systems,Yavatmal,6,89592.0,False,11.9,0.0,,,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,25.5,54,27.8,54,32.5,54,Low,Low,Low
Electrical Wiring,Ahmednagar,5,150445.4,False,9.3,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,22.4,52,24.5,52,28.7,52,Low,Low,Low
Electrical Wiring,Akola,6,116490.33333333333,False,10.6,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,22.8,54,25.0,54,29.5,54,Low,Low,Low
Electrical Wiring,Amravati,8,152673.0,False,22.6,0.0,,,8.8925,37.6035,0.0,0.0,0.0,0.0,36.1,58,38.3,58,42.8,58,Medium,Medium,Medium
Electrical Wiring,Aurangabad,8,183717.75,False,17.9,0.0,,,7.6,38.486000000000004,0.0,0.0,0.0,0.0,31.3,58,33.2,58,37.0,58,Low,Low,Medium
Electrical Wiring,Beed,6,127911.33333333333,False,14.3,0.0,,,9.5965,42.417,0.0,0.0,0.0,0.0,29.4,54,31.8,54,36.6,54,Low,Low,Medium
Electrical Wiring,Bhiwandi,5,88161.0,False,11.1,0.0,,,8.895,40.1755,0.0,0.0,0.0,0.0,25.4,52,27.6,52,32.0,52,Low,Low,Low
Electrical Wiring,Chandrapur,5,84632.4,False,9.5,0.0,,,8.7865,35.588,0.0,0.0,0.0,0.0,22.4,52,24.6,52,29.0,52,Low,Low,Low
Electrical Wiring,Dhule,6,169043.16666666666,False,15.2,0.0,,,10.1625,39.802,0.0,0.0,0.0,0.0,29.7,54,32.2,54,37.3,54,Low,Low,Medium
Electrical Wiring,Jalgaon,5,188870.2,False,10.5,0.0,,,8.879999999999999,37.665,0.0,0.0,0.0,0.0,24.0,52,26.2,52,30.7,52,Low,Low,Low
Electrical Wiring,Jalna,4,172501.25,False,6.5,0.0,,,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,18.6,50,20.7,50,25.0,50,Low,Low,Low
Electrical Wiring,Kolhapur,6,160011.16666666666,False,12.5,0.0,,,9.7,40.227999999999994,0.0,0.0,0.0,0.0,27.0,54,29.4,54,34.3,54,Low,Low,Low
Electrical Wiring,Latur,3,125502.0,False,5.1,0.0,,,9.7515,39.448,0.0,0.0,0.0,0.0,19.4,48,21.8,48,26.7,48,Low,Low,Low
Electrical Wiring,Mumbai,6,115954.83333333333,False,14.8,0.0,,,9.267,35.709500000000006,0.0,0.0,0.0,0.0,27.8,54,30.1,54,34.8,54,Low,Low,Low
Electrical Wiring,Nagpur,3,359443.3333333333,False,4.3,0.0,,,9.1105,38.835,0.0,0.0,0.0,0.0,18.2,48,20.5,48,25.1,48,Low,Low,Low
Electrical Wiring,Nanded,1,398074.0,False,0.0,0.0,,,8.637,35.605000000000004,0.0,0.0,0.0,0.0,12.8,44,15.0,44,19.3,44,Low,Low,Low
Electrical Wiring,Nashik,5,188071.4,False,10.5,0.0,,,8.586,37.875,0.0,0.0,0.0,0.0,24.0,52,26.2,52,30.4,52,Low,Low,Low
Electrical Wiring,Osmanabad,6,165686.83333333334,False,11.9,0.0,,,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,25.2,54,27.2,54,31.2,54,Low,Low,Low
Electrical Wiring,Parbhani,6,136466.5,False,10.2,0.0,,,9.2835,38.364,0.0,0.0,0.0,0.0,24.0,54,26.4,54,31.0,54,Low,Low,Low
Electrical Wiring,Pune,4,141115.5,False,8.3,0.0,,,8.681999999999999,40.851,0.0,0.0,0.0,0.0,22.7,50,24.9,50,29.2,50,Low,Low,Low
Electrical Wiring,Raigad,4,141407.0,False,8.6,0.0,,,9.9115,39.47,0.0,0.0,0.0,0.0,22.9,50,25.4,50,30.4,50,Low,Low,Low
Electrical Wiring,Sangli,4,163013.5,False,9.4,0.0,,,9.5185,37.182,0.0,0.0,0.0,0.0,22.9,50,25.3,50,30.1,50,Low,Low,Low
Electrical Wiring,Satara,3,211917.33333333334,False,5.0,0.0,,,9.8795,40.648,0.0,0.0,0.0,0.0,19.7,48,22.1,48,27.1,48,Low,Low,Low
Electrical Wiring,Solapur,6,111593.5,False,11.9,0.0,,,9.0745,41.6085,0.0,0.0,0.0,0.0,26.7,54,28.9,54,33.5,54,Low,Low,Low
Electrical Wiring,Yavatmal,6,67495.33333333333,False,11.9,0.0,,,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,25.5,54,27.8,54,32.5,54,Low,Low,Low
Email Marketing,Ahmednagar,3,64408.666666666664,True,4.7,12.665,Low,Growing,8.46,36.595,0.0,0.0,0.0,0.0,21.0,56,26.2,56,36.8,56,Low,Low,Medium
Email Marketing,Akola,3,200105.66666666666,True,4.3,12.665,Low,Growing,9.0,33.019,0.0,0.0,0.0,0.0,19.6,56,25.0,56,35.9,56,Low,Low,Medium
Email Marketing,Amravati,8,206823.875,True,22.6,12.665,Low,Growing,8.8925,37.6035,0.0,0.0,0.0,0.0,39.3,66,44.7,66,55.4,66,Medium,Medium,Medium
Email Marketing,Aurangabad,9,106247.88888888889,True,20.5,12.665,Low,Growing,7.6,38.486000000000004,0.0,0.0,0.0,0.0,37.1,68,42.2,68,52.3,68,Medium,Medium,Medium
Email Marketing,Beed,5,188417.6,True,11.4,12.665,Low,Growing,9.5965,42.417,0.0,0.0,0.0,0.0,29.7,60,35.3,60,46.4,60,Low,Medium,Medium
Email Marketing,Bhiwandi,6,211084.16666666666,True,13.9,12.665,Low,Growing,8.895,40.1755,0.0,0.0,0.0,0.0,31.3,62,36.7,62,47.5,62,Low,Medium,Medium
Email Marketing,Chandrapur,10,261604.6,True,21.4,12.665,Low,Growing,8.7865,35.588,0.0,0.0,0.0,0.0,37.4,70,42.8,70,53.5,70,Medium,Medium,Medium
Email Marketing,Dhule,7,149080.7142857143,True,18.2,12.665,Low,Growing,10.1625,39.802,0.0,0.0,0.0,0.0,35.8,64,41.6,64,53.0,64,Medium,Medium,Medium
Email Marketing,Jalgaon,7,137462.85714285713,True,15.8,12.665,Low,Growing,8.879999999999999,37.665,0.0,0.0,0.0,0.0,32.5,64,37.9,64,48.6,64,Low,Medium,Medium
Email Marketing,Jalna,3,27853.333333333332,True,4.3,12.665,Low,Growing,8.616499999999998,33.054500000000004,0.0,0.0,0.0,0.0,19.5,56,24.9,56,35.5,56,Low,Low,Medium
Email Marketing,Kolhapur,5,177911.2,True,10.0,12.665,Low,Growing,9.7,40.227999999999994,0.0,0.0,0.0,0.0,27.7,60,33.3,60,44.4,60,Low,Low,Medium
Email Marketing,Latur,5,207458.0,True,10.3,12.665,Low,Growing,9.7515,39.448,0.0,0.0,0.0,0.0,27.7,60,33.3,60,44.6,60,Low,Low,Medium
Email Marketing,Mumbai,3,159064.0,True,3.7,12.665,Low,Growing,9.267,35.709500000000006,0.0,0.0,0.0,0.0,19.9,56,25.4,56,36.3,56,Low,Low,Medium
Email Marketing,Nagpur,3,43526.333333333336,True,4.3,12.665,Low,Growing,9.1105,38.835,0.0,0.0,0.0,0.0,21.4,56,26.8,56,37.7,56,Low,Low,Medium
Email Marketing,Nanded,7,122545.57142857143,True,13.3,12.665,Low,Growing,8.637,35.605000000000004,0.0,0.0,0.0,0.0,29.3,64,34.6,64,45.3,64,Low,Low,Medium
Email Marketing,Nashik,4,177395.75,True,7.9,12.665,Low,Growing,8.586,37.875,0.0,0.0,0.0,0.0,24.6,58,29.9,58,40.5,58,Low,Low,Medium
Email Marketing,Osmanabad,8,205524.375,True,16.7,12.665,Low,Growing,8.059999999999999,37.4765,0.0,0.0,0.0,0.0,33.1,66,38.3,66,48.7,66,Low,Medium,Medium
Email Marketing,Parbhani,2,273227.5,True,2.0,12.665,Low,Growing,9.2835,38.364,0.0,0.0,0.0,0.0,19.0,54,24.5,54,35.5,54,Low,Low,Medium
Email Marketing,Pune,4,187793.0,True,8.3,12.665,Low,Growing,8.681999999999999,40.851,0.0,0.0,0.0,0.0,25.9,58,31.2,58,41.9,58,Low,Low,Medium
Email Marketing,Raigad,6,241803.5,True,14.3,12.665,Low,Growing,9.9115,39.47,0.0,0.0,0.0,0.0,31.8,62,37.4,62,48.7,62,Low,Medium,Medium
Email Marketing,Sangli,5,102635.4,True,12.5,12.665,Low,Growing,9.5185,37.182,0.0,0.0,0.0,0.0,29.2,60,34.7,60,45.8,60,Low,Low,Medium
Email Marketing,Satara,6,159280.5,True,12.5,12.665,Low,Growing,9.8795,40.648,0.0,0.0,0.0,0.0,30.3,62,36.0,62,47.2,62,Low,Medium,Medium
Email Marketing,Solapur,2,74038.5,True,2.4,12.665,Low,Growing,9.0745,41.6085,0.0,0.0,0.0,0.0,20.3,54,25.8,54,36.6,54,Low,Low,Medium
Email Marketing,Yavatmal,5,190410.6,True,9.5,12.665,Low,Growing,9.310500000000001,37.6325,0.0,0.0,0.0,0.0,26.3,60,31.8,60,42.8,60,Low,Low,Medium
Emergency Care,Ahmednagar,6,111035.33333333333,True,11.6,14.895,Medium,Growing,8.46,36.595,0.0,0.0,0.0,-5.0,23.4,62,29.3,62,40.9,62,Low,Low,Medium
Emergency Care,Akola,7,104660.57142857143,True,12.8,14.895,Medium,Growing,9.0,33.019,0.0,0.0,0.0,-5.0,23.7,64,29.7,64,41.6,64,Low,Low,Medium
Emergency Care,Amravati,4,178253.25,True,9.7,14.895,Medium,Growing,8.8925,37.6035,0.0,0.0,0.0,-5.0,21.9,58,27.9,58,39.8,58,Low,Low,Medium
Emergency Care,Aurangabad,6,89926.5,True,12.8,14.895,Medium,Growing,7.6,38.486000000000004,0.0,0.0,0.0,-5.0,25.0,62,30.6,62,41.8,62,Low,Low,Medium
Emergency Care,Beed,2,38246.0,True,2.9,14.895,Medium,Growing,9.5965,42.417,0.0,0.0,0.0,-5.0,16.7,54,22.9,54,35.1,54,Low,Low,Medium
Emergency Care,Bhiwandi,6,166009.33333333334,True,13.9,14.895,Medium,Growing,8.895,40.1755,0.0,0.0,0.0,-5.0,26.9,62,32.8,62,44.7,62,Low,Low,Medium
Emergency Care,Chandrapur,4,156295.0,True,7.1,14.895,Medium,Growing,8.7865,35.588,0.0,0.0,0.0,-5.0,18.7,58,24.6,58,36.5,58,Low,Low,Medium
Emergency Care,Dhule,6,84544.83333333333,True,15.2,14.895,Medium,Growing,10.1625,39.802,0.0,0.0,0.0,-5.0,28.4,62,34.7,62,47.2,62,Low,Low,Medium
Emergency Care,Jalgaon,5,157410.4,True,10.5,14.895,Medium,Growing,8.879999999999999,37.665,0.0,0.0,0.0,-5.0,22.7,60,28.7,60,40.6,60,Low,Low,Medium
Emergency Care,Jalna,1,17540.0,True,0.0,14.895,Medium,Growing,8.616499999999998,33.054500000000004,0.0,0.0,0.0,-5.0,10.8,52,16.7,52,28.4,52,Low,Low,Low
Emergency Care,Kolhapur,4,148175.0,True,7.5,14.895,Medium,Growing,9.7,40.227999999999994,0.0,0.0,0.0,-5.0,20.7,58,26.9,58,39.2,58,Low,Low,Medium
Emergency Care,Latur,2,47639.0,True,2.6,14.895,Medium,Growing,9.7515,39.448,0.0,0.0,0.0,-5.0,15.6,54,21.8,54,34.1,54,Low,Low,Low
Emergency Care,Mumbai,6,191885.5,True,14.8,14.895,Medium,Growing,9.267,35.709500000000006,0.0,0.0,0.0,-5.0,26.6,62,32.6,62,44.7,62,Low,Low,Medium
Emergency Care,Nagpur,9,147480.22222222222,True,17.4,14.895,Medium,Growing,9.1105,38.835,0.0,0.0,0.0,-5.0,30.1,68,36.1,68,48.1,68,Low,Medium,Medium
Emergency Care,Nanded,4,264527.75,True,6.7,14.895,Medium,Growing,8.637,35.605000000000004,0.0,0.0,0.0,-5.0,18.3,58,24.1,58,35.9,58,Low,Low,Medium
Emergency Care,Nashik,4,144877.25,True,7.9,14.895,Medium,Growing,8.586,37.875,0.0,0.0,0.0,-5.0,20.1,58,26.0,58,37.7,58,Low,Low,Medium
Emergency Care,Osmanabad,4,44817.0,True,7.1,14.895,Medium,Growing,8.059999999999999,37.4765,0.0,0.0,0.0,-5.0,19.1,58,24.8,58,36.3,58,Low,Low,Medium
Emergency Care,Parbhani,8,173830.375,True,14.3,14.895,Medium,Growing,9.2835,38.364,0.0,0.0,0.0,-5.0,26.9,66,32.9,66,45.0,66,Low,Low,Medium
Emergency Care,Pune,5,59305.4,True,11.1,14.895,Medium,Growing,8.681999999999999,40.851,0.0,0.0,0.0,-5.0,24.2,60,30.1,60,41.9,60,Low,Low,Medium
Emergency Care,Raigad,6,71924.33333333333,True,14.3,14.895,Medium,Growing,9.9115,39.47,0.0,0.0,0.0,-5.0,27.3,62,33.5,62,45.9,62,Low,Low,Medium
Emergency Care,Sangli,6,69919.5,True,15.6,14.895,Medium,Growing,9.5185,37.182,0.0,0.0,0.0,-5.0,27.9,62,34.0,62,46.2,62,Low,Low,Medium
Emergency Care,Satara,7,158153.42857142858,True,15.0,14.895,Medium,Growing,9.8795,40.648,0.0,0.0,0.0,-5.0,28.4,64,34.6,64,47.0,64,Low,Low,Medium
Emergency Care,Solapur,5,156898.0,True,9.5,14.895,Medium,Growing,9.0745,41.6085,0.0,0.0,0.0,-5.0,23.0,60,29.0,60,41.0,60,Low,Low,Medium
Emergency Care,Yavatmal,7,144749.7142857143,True,14.3,14.895,Medium,Growing,9.310500000000001,37.6325,0.0,0.0,0.0,-5.0,26.6,64,32.7,64,44.8,64,Low,Low,Medium
Employee Relations,Ahmednagar,6,177384.0,False,11.6,0.0,,,8.46,36.595,0.0,0.0,0.0,0.0,24.7,54,26.8,54,31.0,54,Low,Low,Low
Employee Relations,Akola,4,133562.75,False,6.4,0.0,,,9.0,33.019,0.0,0.0,0.0,0.0,18.6,50,20.8,50,25.3,50,Low,Low,Low
